,gene,slope,intercept,r_value,r_squared,p_value,std_err
3344,FAM149A,0.26353581383644487,8.248740655885117,0.21809020157633233,0.04756333602360527,0.07182352038964479,0.14407351118500786
3345,FAM149B1,-0.1876185589385842,10.50793713653393,-0.11915248941423211,0.014197315733608695,0.3294844664955714,0.1909986389071222
3346,FAM150B,0.2640333604629331,8.345688314304303,0.43493267294331406,0.1891664299936158,0.00018806012850867631,0.06678289298604019
3347,FAM160A1,-0.5998937881937748,11.295769122399259,-0.30084138837510277,0.09050554095945942,0.012011526023321045,0.23232685212359971
3348,FAM160A2,0.5957165977213796,5.432039663608333,0.49321783973062744,0.2432638374285469,1.663750062216152e-05,0.12836179057310218
3349,FAM160B1,-0.6613510182066362,13.969098325576066,-0.5068702825655592,0.25691748334808984,8.820249719655379e-06,0.13740936011536126
3350,FAM161A,-0.48597198980976075,10.84489096314285,-0.36119517552303104,0.1304619548211132,0.0022948884480158763,0.15327671724692274
3351,FAM161B,0.30416573820753434,7.904205445279287,0.24465832510322655,0.0598576960423161,0.042758548982214525,0.14726844146293577
3352,FAM162A,0.800209696383829,1.1731038083928276,0.6860382794708398,0.47064852089931014,7.754302504022829e-11,0.103678838824609
3353,FAM162B,0.47652401103673914,7.940963600465703,0.43035333513644025,0.18520399306305727,0.00022349145506515275,0.12210871481697497
3354,FAM167A,-0.35805047704015547,10.49203914191083,-0.42107926025028475,0.17730774341292704,0.0003146741297753415,0.09422403728927675
3355,FAM168A,-0.41881271607880616,11.759313051528874,-0.3640310087485732,0.13251857533050376,0.0021059410964927093,0.13091040633798598
3356,FAM168B,-0.21967319574261146,11.140860358581577,-0.18773298781105688,0.03524367471246643,0.12241692564694909,0.14041318543825687
3357,FAM169A,-0.2754710922616466,10.900466301735603,-0.5551730404582153,0.30821710485161913,7.39072138572106e-07,0.050419109521149315
3358,FAM171A1,0.13391698064419508,8.259307800282846,0.12394423459507925,0.01536217328936004,0.31026396354725194,0.1309815651618441
3359,FAM171B,0.19234358570221874,8.55558839157603,0.26135865413286685,0.06830834609014352,0.03006730224094837,0.08678397214189566
3360,FAM172A,-0.27760747507496436,11.390974184023445,-0.2135722438037758,0.04561310332337944,0.07806149721030967,0.15513549592546844
3361,FAM173A,0.46947504328348594,6.075160166807877,0.2978128682114819,0.08869250447234948,0.012944238749333562,0.1838502061666082
3362,FAM173B,0.13370338003121465,8.495062943014663,0.10099856933321276,0.010200711007355786,0.4089488800567196,0.16090270003182747
3363,FAM174A,0.03449272639722984,9.15367588401715,0.02483671633557255,0.0006168624783336964,0.839470015571127,0.1696141005445649
3364,FAM174B,-0.18221956524376928,10.443239822412096,-0.19465255831916978,0.03788961846019779,0.10899245145845624,0.11217858024435207
3365,FAM175A,-0.1027727310717087,10.113011936893702,-0.13622348488824493,0.018556837835097893,0.2643805166893968,0.09131057691796311
3366,FAM175B,-0.21381042414186135,10.777750196603067,-0.13964695483304193,0.01950127199414165,0.2524490588729326,0.18521814108426093
3367,FAM178A,-0.16003638750886565,10.181812027289368,-0.12546088628752516,0.01574043398805132,0.30433434885666244,0.15460652154198834
3368,FAM179B,-0.03972530792842622,9.725972766460258,-0.046318022045290244,0.002145359166187993,0.705489689057669,0.10466789898512223
3369,FAM185A,0.027223669157650676,9.340928949465965,0.04431501522589146,0.001963820574470992,0.7176801473688634,0.07497759340797167
3370,FAM188A,0.13023988806815087,8.43796130659061,0.08747290549427321,0.007651509195610052,0.4747932298630837,0.1812029098233697
3371,FAM189A1,0.2714522939853818,8.349614316743645,0.3035808630592614,0.09216134041580602,0.011218562920190777,0.10408449991250242
3372,FAM189B,-1.001848570140456,16.33953259434606,-0.6630103956294008,0.43958278471265455,5.410064677341084e-10,0.13819746517995687
3373,FAM192A,0.1739266156869954,8.163492106428913,0.048249131425820505,0.0023279786833461,0.6938063137500899,0.4398788104636834
3374,FAM193A,-0.18362225288612352,10.549630208708246,-0.13646831161885628,0.018623600076101265,0.26351484443503215,0.1628448005498678
3375,FAM193B,0.0676121863625103,9.061175633623588,0.054533329338148584,0.002973884008702977,0.6562881691648024,0.15124423615065669
3376,FAM195A,0.4346171745192759,5.726902641274929,0.43740610398614693,0.19132409980433998,0.00017114424251034652,0.10916210300706412
3377,FAM195B,-0.1898239507298082,10.507947231457326,-0.1761788026666302,0.03103897050904742,0.14759768539030405,0.1295725804140127
3378,FAM198B,0.01454369452612696,9.306215069769525,0.02036508738750702,0.0004147367843007975,0.8680846651483933,0.0872290187610632
3379,FAM199X,-0.4884767939855979,13.270659017746683,-0.3016505140507948,0.09099303262710874,0.011772415516331191,0.18861927511511964
3380,FAM19A2,0.5921916336899781,7.591409035302606,0.2671642515553454,0.07137673730912787,0.026473318573546768,0.26095540679870816
3381,FAM19A5,-0.5372709946407591,10.823519079271033,-0.19465065832305165,0.037888878785597394,0.10899597455414567,0.3307598104225945
3382,FAM200A,-0.3991880307905568,11.737515921848587,-0.40821110363691576,0.16663630513246877,0.0004978537056248367,0.10906178069283783
3383,FAM200B,0.4724424975335588,6.3719590389120295,0.2828515589227463,0.08000500438502783,0.018526303203095663,0.19572473384772096
3384,FAM201A,-0.18637179525465072,10.058730491566315,-0.14084233143264477,0.019836562323382958,0.24837072775444535,0.16005116175957018
3385,FAM204A,0.1197394720948082,8.580586637542188,0.09097026807715657,0.008275589674029731,0.4572430332817671,0.1601385769111077
3386,FAM206A,-0.7318260468199936,15.563900881365523,-0.517828192542899,0.2681460369922457,5.194408648605507e-06,0.1477056078901796
3387,FAM207A,-0.43923234818763446,12.049968684085986,-0.3517763441904272,0.1237465963319819,0.0030361398885377713,0.1427924165806081
3388,FAM208A,-0.47780928490870417,12.912387018472373,-0.32574392375393785,0.10610910386261127,0.006307999204418633,0.16942719358899735
3389,FAM208B,-0.510439928342032,13.700490173041455,-0.4932283554881182,0.2432742106575135,1.6629542754412082e-05,0.10998373629357122
3390,FAM20B,-0.41375811545690855,12.511309350904575,-0.2655713794423701,0.0705281575789233,0.02742128504265062,0.18350418499451823
3391,FAM20C,0.03438909934167881,9.264133745224964,0.03546595574868809,0.0012578340171679019,0.7723431447303143,0.11838547618992427
3392,FAM210A,-0.3727956395149056,11.545069110640753,-0.2871103878142918,0.08243237479087305,0.016759379110839984,0.15195099828993272
3393,FAM210B,-0.6360481628801795,14.639511427225465,-0.5471076571575586,0.2993267885204327,1.1489374890181054e-06,0.11888787511049462
3394,FAM212A,0.4535738128747841,7.482837983729613,0.24333624891477607,0.059212530035913855,0.04392875040438708,0.22087650641320328
3395,FAM213A,0.05408082527865557,8.950364447189017,0.05164001759511158,0.002666691417223434,0.6734637078799421,0.12777317579358013
3396,FAM213B,0.0655921105997703,8.827304744493729,0.0421422868606272,0.0017759723418433921,0.7309833665097829,0.18998097623323787
3397,FAM214A,0.34836254688330925,7.526858141363404,0.3548508349089228,0.12591911503555955,0.0027735805766632023,0.1121305715189619
3398,FAM214B,0.6229588092161379,6.196995135845505,0.5383028251233937,0.2897699315358269,1.8358712977490158e-06,0.11915020625563813
3399,FAM216A,0.0149227254375951,9.377838758511167,0.01887209930032268,0.0003561561320012398,0.8776781680848894,0.0965857779126838
3400,FAM217B,-0.4303401038137239,12.177010737770312,-0.41705944658676747,0.17393858198726075,0.00036387879619717816,0.11457308988040477
3401,FAM219A,-1.0351701749092854,12.740354885882324,-0.37241172953472723,0.13869049629504682,0.0016262861628313324,0.31515965606455254
3402,FAM219B,0.6954080596646597,5.7008017946615475,0.3689346257579492,0.13611275808315804,0.0018118757834297938,0.21403334133512503
3403,FAM220A,-0.7252732600780043,16.041247410256034,-0.6637793977414205,0.4406030888659629,5.084140331430762e-10,0.0998390701957013
3404,FAM221A,0.003571847745148519,9.414492686512604,0.005133848530193415,2.635640073096909e-05,0.9666054125757662,0.08499761945954182
3405,FAM222A,-0.5649981339411604,11.211650524996081,-0.423787716293522,0.1795960284812787,0.00028503836607763196,0.1475282275973399
3406,FAM222B,-0.24056772403444918,11.069416670294904,-0.20337065417901934,0.04135962298120228,0.09373297303526526,0.1414944909411535
3407,FAM228B,0.3531436678795221,7.905348746878965,0.29956399112777543,0.08973858478040192,0.012397583745189261,0.13740656438331497
3408,FAM24B,0.0015019129876969826,9.43185872464046,0.0016003686040551184,2.5611796688453284e-06,0.9895872607263867,0.1146533615697456
3409,FAM26F,0.08111518628823886,8.884145774880112,0.14086320717449227,0.01984244313548393,0.24829990744941008,0.06964904127202466
3410,FAM35A,-0.42898208386679515,13.711221646274929,-0.25706216202311244,0.06608095514399691,0.032983598359861144,0.1970235832384761
3411,FAM3A,0.7246622766807547,5.771945788880721,0.45790532690783037,0.209677288410567,7.616732041615044e-05,0.17187977962812365
3412,FAM3B,-0.06244857616461903,9.693247235789595,-0.18529763660770618,0.03433521413240153,0.1274307200965999,0.040460240198692994
3413,FAM3C,0.035768547482917384,9.093751393480964,0.03069093445105045,0.0009419334574786754,0.8023247549151235,0.14231450176308075
3414,FAM3D,0.07007892985533813,8.575952089874827,0.05880054801154616,0.0034575044464581453,0.6312796499407687,0.1453505226744149
3415,FAM43A,0.07586115023630163,9.00993216332185,0.14153675700011448,0.020032653582109455,0.24602231803979288,0.0648214264625173
3416,FAM46A,0.10016194405807613,8.532429225670695,0.1238812988625546,0.015346576207873571,0.31051162184670733,0.09801697414262826
3417,FAM46C,0.29038619975049795,7.181686665570861,0.3504556051067382,0.12281913115073001,0.003155575286636834,0.09480912469970494
3418,FAM49A,0.22116554948774633,8.625295346052058,0.17149648521320673,0.029411044440483636,0.15883674912852974,0.15521815834296837
3419,FAM49B,-0.35433832979675217,11.823245523133483,-0.2222911071983505,0.04941333633946855,0.06638760884543601,0.18986919186212942
3420,FAM50A,-0.10755388184239982,10.183788491349034,-0.0495111060288266,0.00245134962019771,0.6862093120013328,0.2650654375217514
3421,FAM50B,0.0073793457935631196,9.40407237509002,0.00641089321598799,4.109955182680083e-05,0.9583051679521635,0.14062191000510227
3422,FAM53A,-0.26786166621069,10.305025647982744,-0.1292210991693361,0.016698092470531396,0.2899524563588408,0.2511210823874437
3423,FAM53B,-0.10232403001135429,10.02843521695952,-0.0818986358205273,0.006707386549263357,0.5034967416271248,0.1521255530774783
3424,FAM53C,-0.9877808897885184,15.573822892424875,-0.627543313365022,0.3938106101491502,7.90321652221049e-09,0.149721330329721
3425,FAM57A,-0.279072031231979,11.40619701038993,-0.5323763152769195,0.28342454106783005,2.4982657749565226e-06,0.054211465941261895
3426,FAM58A,0.29024230802357753,7.263401941777167,0.24427500726219162,0.05967027917294377,0.04309515029053425,0.14076165493867698
3427,FAM60A,-0.43573769460168604,13.511844757054503,-0.5049846056837177,0.2550094519775399,9.643953027176408e-06,0.09098817879602276
3428,FAM63A,0.5810591501292892,5.287444405004238,0.5222734344832344,0.2727695403669133,4.168287414300436e-06,0.11591003518052793
3429,FAM63B,0.05953777777032551,9.093771774207692,0.053485571601119164,0.0028607063694984446,0.6624880619378863,0.13579897538076727
3430,FAM64A,-0.15856152832943612,10.261417623761675,-0.22868798129905932,0.0522981927906389,0.05875110946868958,0.08246182372010999
3431,FAM65A,0.3458695118948258,7.448958983825845,0.25387272230189584,0.06445135912897552,0.035298391839927314,0.16098745163294997
3432,FAM65B,-0.09223146552702317,9.781087740107221,-0.125088502130095,0.015647133365150785,0.30578339134929033,0.08937163871760698
3433,FAM69A,0.23755418436896297,7.667439977539771,0.1904225359449746,0.036260742195715144,0.1170564192601025,0.14961898833160642
3434,FAM71A,-0.11204552543437421,10.008479255095748,-0.08032621542494887,0.006452300884495294,0.5117524474515506,0.16986119361509788
3435,FAM73A,-0.10704641272925809,10.190662885440865,-0.08491484909976657,0.007210531597636127,0.487855209232524,0.1534545094732631
3436,FAM73B,0.48064881972140405,7.393665315396895,0.4634059275829485,0.21474505371901292,6.075234595149498e-05,0.11228822958299382
3437,FAM76A,-0.09567684932626051,9.924621148349058,-0.07994831518548484,0.006391733100997626,0.513746783189569,0.14573630231295115
3438,FAM76B,-0.4124443897620036,11.420318046700167,-0.2457903862353208,0.06041291396570817,0.04177711747354518,0.19871544640420744
3439,FAM83B,-0.1417063365637865,10.65031517357517,-0.1569617551297079,0.02463699257339838,0.19774479022226352,0.10892840966581079
3440,FAM83D,-0.21667545995303839,10.949278280077447,-0.37081508686743436,0.13750382864850288,0.0017092716056778035,0.06629694530670155
3441,FAM83F,0.30185575483026517,7.723194892041448,0.2596327693466748,0.06740917491862362,0.03121162767807636,0.13716652055085007
3442,FAM83G,0.2136905502153634,8.403777789577553,0.17539329299678855,0.030762807228257315,0.1494404841193877,0.14653790202115174
3443,FAM83H,-0.3080246079969923,11.932212423967295,-0.3836600133716261,0.1471950058603163,0.0011371477258944054,0.09057875396868599
3444,FAM84A,-0.3698994756971688,12.428686179230008,-0.4869435010084417,0.23711397317435826,2.2072413060652175e-05,0.08105831482471144
3445,FAM84B,-0.4767691188482138,13.888447154335212,-0.6131018506079481,0.37589387921889067,2.142918795280265e-08,0.07505287103844763
3446,FAM86A,-0.5865933715437843,12.720337083602313,-0.2884188275759706,0.08318542010029746,0.016246432447899306,0.23791230152590995
